CLSS ID,CRN,Term,Term Code,Department Code,Subject Code,Catalog Number,Course,Section,Course Title,Long Title,Schedule Type,Title,Meeting Pattern,Meetings,Instructor,Building and Room,Status,Part of Term,Session,Campus,Instructional Method,Visible,Special Approval,Credit Hrs Min,Credit Hours,Grade Mode,URL,Attributes,Course Attributes,Enrollment,Maximum Enrollment,Prior Enrollment,Waitlist Maximum,Wait Total,Cross-listings,Cross-list Enrollment,Cross-list Maximum,Cross-list Wait Total,Comments (details for ASO and/or justifications for Dean/FM approvals),Section Text (visible in student views)#1,Section Text (visible in student views)#2,Final Exam,"Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Classification 
Include/Exclude","Restrictions
Classification","Restrictions
Degree 
Include/Exclude","Restrictions
Degree","Restrictions
Department 
Include/Exclude","Restrictions
Department","Restrictions
Level 
Include/Exclude","Restrictions
Level","Restrictions
Field of Study - All 
Include/Exclude","Restrictions
Field of Study - All","Restrictions
Field of Study - Concentration 
Include/Exclude","Restrictions
Field of Study - Concentration","Restrictions
Field of Study - Major 
Include/Exclude","Restrictions
Field of Study - Major","Restrictions
Field of Study - Minor 
Include/Exclude","Restrictions
Field of Study - Minor","Restrictions
Program 
Include/Exclude","Restrictions
Program"
1237,21412,2024 Spring,202420,DGM,DGM,4410,DGM 4410,001 (21412),Senior Capstone II,,Face to Face (F),,T 11am-12:45pm,T 11am-12:45pm [Face to Face (Class)]; Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",CS 514; TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/socialimpact/,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,26,15,25,0,,,,,,,This section requires students to participate in at least 20 hours of community-engaged service.,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
1622,23507,2024 Spring,202420,DGM,DGM,4410,DGM 4410,002 (23507),Senior Capstone II,,Face to Face and Online (FFO),,W 4pm-5:15pm,W 4pm-5:15pm [Face to Face and Online (Class)]; Does Not Meet [Face to Face and Online (Class)],"Mackenzie, Jennifer (10942286) [Primary, 50%]; Rosales, Jerell (10967835) [50%]",KB 302; ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,58,47,25,0,,,,,,,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.
This section requires students to participate in at least 20 hours of community-engaged service.
https://www.uvu.edu/socialimpact/",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
1621,23505,2024 Spring,202420,DGM,DGM,4410,DGM 4410,003 (23505),Senior Capstone II,,Face to Face (F),,R 4pm-5:15pm,R 4pm-5:15pm [Face to Face (Class)]; Does Not Meet [Face to Face (Class)],"Sansom, Bryan (10321722) [Primary, 100%]",CS 410; TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,16,8,16,0,,,,,Please schedule in a room with a projector and as close the the CS building as possible/or in the CS bldg.  Thanks,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6740,37064,2024 Spring,202420,DGM,DGM,4410,DGM 4410,I01 (37064),Senior Capstone II,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),No,(None Assigned),3,3,Standard Letter,,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,0,7,0,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6765,37097,2024 Spring,202420,DGM,DGM,4430,DGM 4430,001 (37097),Audio Mastering,,Face to Face (F),,MW 1pm-2:15pm,MW 1pm-2:15pm [Face to Face (Class)],"Sansom, Bryan (10321722) [Primary, 100%]",LC 309,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,20,9,20,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3328,30203,2024 Spring,202420,DGM,DGM,450R,DGM 450R,601 (30203),Story Editing for Media,,Livestream (LS),,TR 5:30pm-7:45pm,TR 5:30pm-7:45pm [Livestream (Class)],"Saleh, Jahanara (10957660) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,15,17,15,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component. Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",N--Classroom/Lab is NOT needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,33984,2024 Spring,202420,DGM,DGM,4510,DGM 4510,001 (33984),Visual Effects for Dig Cine II,,Face to Face (F),,TR 8:30am-10:35am; F 8:30am-9:20am,TR 8:30am-10:35am [Face to Face (Class)]; F 8:30am-9:20am [Face to Face (Class)],"Plewe, Spencer (10975464) [Primary, 100%]",DX 121,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,28,15,25,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,35851,2024 Spring,202420,DGM,DGM,4511,DGM 4511,X01 (35851),Film Production Analysis II,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Saleh, Jahanara (10957660) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,60,16,60,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,27755,2024 Spring,202420,DGM,DGM,454R,DGM 454R,001 (27755),Cinematography III,,Face to Face (F),,TR 8:30am-10:35am,TR 8:30am-10:35am [Face to Face (Class)],"Staff [Primary, 100%]",DX 120,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,15,17,15,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6797,37138,2024 Spring,202420,DGM,DGM,4550,DGM 4550,601 (37138),Producing II,,Face to Face (F),,M 6pm-8:30pm,M 6pm-8:30pm [Face to Face (Class)],"Olson, Justin (10990297) [Primary, 100%]",CS 502,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,14,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,27756,2024 Spring,202420,DGM,DGM,4560,DGM 4560,601 (27756),Output and Color for Cinema II,,Face to Face (F),,TR 5:30pm-7:10pm,TR 5:30pm-7:10pm [Face to Face (Class)],"Hinton, Aaron (10552817) [Primary, 100%]",DX 121,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,11,25,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,33986,2024 Spring,202420,DGM,DGM,456R,DGM 456R,601 (33986),Digital Cinema Editing III,,Livestream (LS),,M 6:20pm-9:40pm,M 6:20pm-9:40pm [Livestream (Class)],"Andersen, Duane (10209228) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,28,18,25,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component.  Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,30075,2024 Spring,202420,DGM,DGM,457R,DGM 457R,601 (30075),Storytelling for Dig Media III,,Livestream (LS),,MW 5pm-6:40pm; F 5pm-5:50pm,MW 5pm-6:40pm [Livestream (Class)]; F 5pm-5:50pm [Livestream (Class)],"Nibley, Alex (10007839) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,18,17,18,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component. Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,33989,2024 Spring,202420,DGM,DGM,458R,DGM 458R,001 (33989),Dig Cine Directing Workshop II,,Face to Face (F),,MW 10am-12:05pm,MW 10am-12:05pm [Face to Face (Class)],"Rosales, Jerell (10967835) [Primary, 100%]",DX 120,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,24,21,24,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,36510,2024 Spring,202420,DGM,DGM,459R,DGM 459R,001 (36510),Documentary II,,Face to Face and Livestream (FLS),,TR 1pm-3:05pm,T 1pm-3:05pm [Face to Face and Livestream (Class)]; R 1pm-3:05pm [Face to Face and Livestream (Class)],"Mackenzie, Jennifer (10942286) [Primary, 100%]",CS 412; LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,16,11,16,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component.  Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",N--Classroom/Lab is NOT needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,10787,2024 Spring,202420,DGM,DGM,481R,DGM 481R,001 (10787),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,1,1,Credit/No Credit,https://www.uvu.edu/internships/,,,0,12,13,12,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,Include (I),Junior (JR) Senior (SR) ,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
721,15837,2024 Spring,202420,DGM,DGM,481R,DGM 481R,002 (15837),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,2,2,Credit/No Credit,https://www.uvu.edu/internships/,,,0,5,5,5,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,Include (I),Junior (JR) Senior (SR) ,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
2256,26708,2024 Spring,202420,DGM,DGM,481R,DGM 481R,003 (26708),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,3,3,Credit/No Credit,https://www.uvu.edu/internships/,,,0,9,9,9,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,Include (I),Junior (JR) Senior (SR) ,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
3502,30739,2024 Spring,202420,DGM,DGM,481R,DGM 481R,004 (30739),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,4,4,Credit/No Credit,https://www.uvu.edu/internships/,,,0,9,0,9,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,Include (I),Junior (JR) Senior (SR) ,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6137,36285,2024 Spring,202420,DGM,DGM,481R,DGM 481R,005 (36285),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,5,5,Credit/No Credit,https://www.uvu.edu/internships/,,,0,5,0,5,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,Include (I),Junior (JR) Senior (SR) ,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
4536,33347,2024 Spring,202420,DGM,DGM,481R,DGM 481R,007 (33347),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,7,7,Credit/No Credit,https://www.uvu.edu/internships/,,,0,1,0,1,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,Include (I),Junior (JR) Senior (SR) ,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,29421,2024 Spring,202420,DGM,DGM,497R,DGM 497R,I01 (29421),Independent Study,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),Yes,Department Approval Required,1,1,Standard Letter,,,,0,6,0,6,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
3902,31727,2024 Spring,202420,DGM,DGM,497R,DGM 497R,I02 (31727),Independent Study,,Face to Face (F),Independent Study - Animation,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),Yes,Department Approval Required,3,3,Standard Letter,,,,0,9,4,9,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6131,36277,2024 Spring,202420,DGM,DGM,497R,DGM 497R,I03 (36277),Independent Study,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),Yes,Department Approval Required,3,3,Standard Letter,,,,0,6,1,6,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
5036,34439,2024 Spring,202420,DGM,DGM,497R,DGM 497R,I04 (34439),Independent Study,,Face to Face (F),Independent Study Web,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),Yes,Department Approval Required,1,1,Standard Letter,,,,0,6,0,6,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
5077,34542,2024 Spring,202420,DGM,DGM,497R,DGM 497R,I05 (34542),Independent Study,,Face to Face (F),Independent Study Animation,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),Yes,Department Approval Required,3,3,Standard Letter,,,,0,5,3,5,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
5095,34598,2024 Spring,202420,DGM,DGM,497R,DGM 497R,I06 (34598),Independent Study,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),Yes,Department Approval Required,3,3,Standard Letter,,,,0,6,0,6,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
7063,37421,2024 Spring,202420,DGM,DGM,497R,DGM 497R,I07 (37421),Independent Study,,Face to Face (F),Independent Study XR,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",TBA TBA,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),Yes,Department Approval Required,3,3,Standard Letter,,,,0,5,2,5,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,35092,2024 Spring,202420,DGM,DWDD,1400,DWDD 1400,001 (35092),Digital Design Essentials,,Face to Face (F),,MW 1pm-2:15pm,MW 1pm-2:15pm [Face to Face (Class)],"Hatch, Daniel (10184014) [Primary, 100%]",CS 613,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,29,25,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
4313,32821,2024 Spring,202420,DGM,DWDD,1400,DWDD 1400,X01 (32821),Digital Design Essentials,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Fernandez, Adam (10925782) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,22,30,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
3588,30934,2024 Spring,202420,DGM,DWDD,1400,DWDD 1400,X02 (30934),Digital Design Essentials,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Fernandez, Adam (10925782) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,28,16,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
3589,30935,2024 Spring,202420,DGM,DWDD,1400,DWDD 1400,X03 (30935),Digital Design Essentials,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Bouse, Cassidy (10598731) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,28,22,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,32820,2024 Spring,202420,DGM,DWDD,1410,DWDD 1410,X01 (32820),Interaction Design Essentials,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Rigby, Martin (10700139) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,25,30,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6931,37283,2024 Spring,202420,DGM,DWDD,1410,DWDD 1410,X02 (37283),Interaction Design Essentials,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Oliver, Eric (10057113) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,17,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,35013,2024 Spring,202420,DGM,DWDD,1420,DWDD 1420,001 (35013),Communicating Digital Dsgn WE,,Face to Face (F),,TR 2:30pm-3:45pm,TR 2:30pm-3:45pm [Face to Face (Class)],"Hatch, Daniel (10184014) [Primary, 100%]; Kang, Adrinn (10791790) [0%]",CS 613,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Writing Enriched; Lab access fee of $45 applies,Writing Enriched; Lab access fee of $45 applies,0,28,18,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6808,37149,2024 Spring,202420,DGM,DWDD,1420,DWDD 1420,X01 (37149),Communicating Digital Dsgn WE,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Mercado, Christian (10809624) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Writing Enriched; Lab access fee of $45 applies,Writing Enriched; Lab access fee of $45 applies,0,30,29,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,31975,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,601 (31975),Web Essentials,,Face to Face (F),,T 5:30pm-8pm,T 5:30pm-8pm [Face to Face (Class)],"McCulloch, Seth (10573517) [Primary, 100%]",CS 613,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,23,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
4458,33154,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,602 (33154),Web Essentials,,Face to Face (F),,R 5:30pm-8pm,R 5:30pm-8pm [Face to Face (Class)],"Staff [Primary, 100%]",CS 613,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,11,25,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
